id_marca,nombre_marca,numero_registro,estado_registro
13782,CHATEAU BOUYERE WHITE,LBD.0091627,ACTIVE
13783,CHATEAU BRANAIRE-DUCRU ST JULIEN,LBD.0097119,ACTIVE
13784,CHATEAU BRANE CANTENAC MARGAUX,LBD.0096779,ACTIVE
13785,CHATEAU BRIOT BORDEAUX,LBD.0063615,ACTIVE
13786,CHATEAU BRIOT BORDEAUX BLANC,LBD.0212230,ACTIVE
13787,CHATEAU BROUSTET SAUTERNES,LBD.0205422,ACTIVE
13788,CHATEAU BUTTE DE CHARLEMAGNE,LBD.0236850,ACTIVE
13789,CHATEAU CABREDON BORDEAUX,LBD.0220060,ACTIVE
13790,CHATEAU CABREDON COTES DE BORDEAUX,LBD.0220059,ACTIVE
13791,CHATEAU CABREDON TRADITION BORDEAUX,LBD.0220061,ACTIVE
13792,CHATEAU CAILLIVET BLANC,LBD.0209304,ACTIVE
13793,CHATEAU CAILLIVET ROUGE,LBD.0209305,ACTIVE
13794,CHATEAU CALET - COTES DE BLAYE,LBD.0208396,ACTIVE
13795,CHATEAU CALON SEGUR,LBD.0151655,ACTIVE
13796,CHATEAU CALON SEGUR,LBD.0233976,ACTIVE
13797,CHATEAU CALON SEGUR ST ESTEPHE,LBD.0097000,ACTIVE
13798,CHATEAU CALON SEGUR ST ESTEPHE,LBD.0220094,ACTIVE
13799,CHATEAU CAMPLAY,LBD.0160792,ACTIVE
13800,CHATEAU CANDALE MERLOT CABERNET FRANC ST EMILION GRAND CRU,LBD.0078935,ACTIVE
13801,CHATEAU CANDELEY - MERLOT,LBD.0234333,ACTIVE
13802,CHATEAU CANON 2ND CROIX CANON SAINT EMILION GRAND CRU,LBD.0145776,ACTIVE
13803,CHATEAU CANON CHAIGNEAU,LBD.0215392,ACTIVE
13804,CHATEAU CANON LA GAFFELIERE ST. EMILION,LBD.0097200,ACTIVE
13805,CHATEAU CANON SAINT EMILION GRAND CRU RED,LBD.0159556,ACTIVE
13806,CHATEAU CANON ST EMILION,LBD.0129334,ACTIVE
13807,CHATEAU CANON ST EMILION,LBD.0220728,ACTIVE
13808,CHATEAU CANTEGRIL SAUTERNES,LBD.0099495,ACTIVE
13809,CHATEAU CANTEGRIL SAUTERNES,LBD.0193480,ACTIVE
13810,CHATEAU CANTELOUDETTE ENTRE DEEUX MERS SEMILLION SAUVIGNON BLANC MUSCADELLE,LBD.0143323,ACTIVE
13811,CHATEAU CANTELOUP LESTAGE,LBD.0212559,ACTIVE
13812,CHATEAU CANTEMERIE,LBD.0219411,ACTIVE
13813,CHATEAU CANTEMERLE HAUT MEDOC,LBD.0097201,ACTIVE
13814,CHATEAU CANTENAC BROWN,LBD.0200719,ACTIVE
13815,CHATEAU CANTENAC BROWN,LBD.0219406,ACTIVE
13816,CHATEAU CANTENAC BROWN MARGAUX,LBD.0097204,ACTIVE
13817,CHATEAU CANTENAC MARGAUX,LBD.0222401,ACTIVE
13818,CHATEAU CAP DE FAUGERES,LBD.0206611,ACTIVE
13819,CHATEAU CAPBERN RED BORDEAUX,LBD.0131668,ACTIVE
13820,CHATEAU CARBONNEAU CLASSIQUE,LBD.0218252,ACTIVE
13821,CHATEAU CARBONNEAU LA FRANC TOUCH,LBD.0224131,ACTIVE
13822,CHATEAU CARBONNEAU LA VERRIERE,LBD.0218250,ACTIVE
13823,CHATEAU CARBONNEAU LE PET NAT,LBD.0224130,ACTIVE
13824,CHATEAU CARBONNEAU LES DEUX FRERES,LBD.0224132,ACTIVE
13825,CHATEAU CARBONNEAU LULU ROSE,LBD.0224129,ACTIVE
13826,CHATEAU CARBONNEAU MARGOT BLANC,LBD.0224128,ACTIVE
13827,CHATEAU CARBONNEAU SEQUOIA,LBD.0218251,ACTIVE
13828,CHATEAU CARBONNIEAUX PESSAC-LEOGNAN,LBD.0096795,ACTIVE
13829,CHATEAU CARBONNIEUX BLANC,LBD.0151653,ACTIVE
13830,CHATEAU CARBONNIEUX BLANC PESSAC,LBD.0219504,ACTIVE
13831,CHATEAU CARBONNIEUX PESSAC LEOGNAN ROUGE,LBD.0098875,ACTIVE
13832,CHATEAU CARBONNIEUX RED,LBD.0066561,ACTIVE
13833,CHATEAU CARBONNIEUX ROUGE,LBD.0198260,ACTIVE
13834,CHATEAU CARBONNIEUX ROUGE PESSAC,LBD.0221385,ACTIVE
13835,CHATEAU CARBONNIEUX ROUGE PESSAC,LBD.0235997,ACTIVE
13836,CHATEAU CARBONNIEUX WHITE,LBD.0219412,ACTIVE
13837,CHATEAU CARIGNAN CADILLAC COTES DE BORDEAUX,LBD.0231489,ACTIVE
13838,CHATEAU CARIGNAN CADILLAC COTES DE BORDEAUX PRIMA,LBD.0231488,ACTIVE
13839,CHATEAU CARIGNAN CADILLAC COTES DE BORDEAUX PRIMA DESSERT PORT,LBD.0231490,ACTIVE
13840,CHATEAU CARIGNAN L' ORANGERIE DE CARIGNAN BORDEAUX WHITE,LBD.0231491,ACTIVE
13841,CHATEAU CARLMAGNUS,LBD.0227912,ACTIVE
13842,CHATEAU CARONNE SAINT GEMME,LBD.0105510,ACTIVE
13843,CHATEAU CASSEMICHERE MUSCADET SEVRE ET MAINE MELON B,LBD.0204803,ACTIVE
13844,CHATEAU CASTAGNAC,LBD.0157904,ACTIVE
13845,CHATEAU CASTERA,LBD.0081452,ACTIVE
13846,CHATEAU CAZENAVE,LBD.0214141,ACTIVE
13847,CHATEAU CERTAN DE MAY RED BORDEAUX POMEROL (MOUEIX),LBD.0083254,ACTIVE
13848,CHATEAU CHAMPS DES SABLES MONT ST EMILI,LBD.0187170,ACTIVE
13849,CHATEAU CHANTALOUETTE,LBD.0206846,ACTIVE
13850,CHATEAU CHANTEGRIEVE CAROLINE 12251,LBD.0115647,ACTIVE
13851,CHATEAU CHANTEGRIVE RED,LBD.0115015,ACTIVE
13852,CHATEAU CHARMANT,LBD.0143507,ACTIVE
13853,CHATEAU CHATEGRIVE CUVEE CAROLINA BLANC,LBD.0130122,ACTIVE
13854,CHATEAU CHAUVELET BORDEAUX RED WINE BLEND,LBD.0132525,ACTIVE
13855,CHATEAU CHAUVET,LBD.0236839,ACTIVE
13856,CHATEAU CHEVAL BLANC ST EMILLION 1ER GRAND CRU CLASSE,LBD.0099349,ACTIVE
13857,CHATEAU CHEVAL NOIR 12247,LBD.0116090,ACTIVE
13858,CHATEAU CHEVALIERS DES BRARDS,LBD.0215391,ACTIVE
13859,CHATEAU CISSAC HAUT MEDOC,LBD.0173578,ACTIVE
13860,CHATEAU CITRAN HAUT MEDOC,LBD.0233171,ACTIVE
13861,CHATEAU CLARKE 70% MERLOT 30% CAB SAUV LISTRAC-MEDOC 0591,LBD.0224427,ACTIVE
13862,CHATEAU CLARKE CAB-MERLOT BARON EDMOND ROTHSCHILD GRAND VIN DE BORDEAUX,LBD.0166363,ACTIVE
13863,CHATEAU CLARKE LE MERLE BLANC,LBD.0211223,ACTIVE
13864,CHATEAU CLARKE LE MERLE BLANC 70% SAUV BLANC 10% SEMILLON 10% MUSCADELLE 10% SAUV GRIS BORDEAUX 0657,LBD.0224428,ACTIVE
13865,CHATEAU CLERC MILON PAUILLAC,LBD.0096660,ACTIVE
13866,CHATEAU CLERC MILON PAUILLAC,LBD.0233977,ACTIVE
13867,CHATEAU CLIMENS ASPHODELE,LBD.0167294,ACTIVE
13868,"CHATEAU CLIMENS, CLIMENS 1ER CRU BARSAC",LBD.0159670,ACTIVE
13869,CHATEAU CLINET POMEROL RED,LBD.0106006,ACTIVE
13870,CHATEAU CLOS DE VAULICHERES CHABLIS,LBD.0135823,ACTIVE
13871,CHATEAU CORBIN - MONTAGNE ST. EMILION,LBD.0234081,ACTIVE
13872,CHATEAU CORDET,LBD.0225399,ACTIVE
13873,CHATEAU CORMEIL FIGEAC,LBD.0175276,ACTIVE
13874,CHATEAU COS D'ESTOURNEL,LBD.0196887,ACTIVE
13875,CHATEAU COS D'ESTOURNEL,LBD.0231063,ACTIVE
13876,CHATEAU COS D'ESTOURNEL GCC SAINT-ESTEPHE,LBD.0160617,ACTIVE
13877,CHATEAU COS D'ESTROUNEL (BLANC),LBD.0224821,ACTIVE
13878,CHATEAU COS D’ESTOURNEL BLANC,LBD.0219505,ACTIVE
13879,CHATEAU COS LABORY,LBD.0224333,ACTIVE
13880,CHATEAU COTE MONTPEZAT CASTILLON,LBD.0096728,ACTIVE
13881,CHATEAU COTE MONTPEZAT WHITE BORDEAUX CUVEE COMPOSTELLE,LBD.0113459,ACTIVE
13882,CHATEAU COUFRAN HAUT MEDOC,LBD.0227771,ACTIVE
13883,CHATEAU COURAC,LBD.0207094,ACTIVE
13884,CHATEAU COURBIAN MEDOC RED,LBD.0220664,ACTIVE
13885,CHATEAU COUSSIN,LBD.0079453,ACTIVE
13886,CHATEAU COUTET,LBD.0163440,ACTIVE
13887,CHATEAU COUTET BARSAC SAUTERNES,LBD.0196045,ACTIVE
13888,CHATEAU COUTET SAUTERNES,LBD.0116219,ACTIVE
13889,CHATEAU CROIX CARDINALE,LBD.0208609,ACTIVE
13890,CHATEAU CROIX DE BERTINAT SAINT EMILION,LBD.0182749,ACTIVE
13891,CHATEAU CROIX DES GENTIS,LBD.0236742,ACTIVE
13892,CHATEAU CURTON LA PERRIERE,LBD.0168615,ACTIVE
13893,CHATEAU CURTON LA PERRIERE,LBD.0184750,ACTIVE
13894,CHATEAU D'AGASSAC,LBD.0219396,ACTIVE
13895,CHATEAU D'AIGUILHE COTES DE CASTILLON,LBD.0132021,ACTIVE
13896,CHATEAU D'ALIX,LBD.0148861,ACTIVE
13897,CHATEAU D'AQUERIA TAVEL,LBD.0013019,ACTIVE
13898,CHATEAU D'ARCINS RED BORDEAUX HAUT MEDOC,LBD.0016759,ACTIVE
13899,CHATEAU D'ARMAILHAC PAUILLAC,LBD.0096626,ACTIVE
13900,CHATEAU D'ARSAC,LBD.0236840,ACTIVE
13901,CHATEAU D'AUSSIERES,LBD.0207856,ACTIVE
13902,CHATEAU D'ESCLANS GARRUS,LBD.0175196,ACTIVE
13903,CHATEAU D'ESCLANS LES CLANS,LBD.0175197,ACTIVE
13904,CHATEAU D'ESCLANS ROCK ANGEL,LBD.0175226,ACTIVE
13905,CHATEAU D'ESCLANS ROSE,LBD.0175210,ACTIVE
13906,CHATEAU D'ESCLANS THE PALM,LBD.0175227,ACTIVE
13907,CHATEAU D'ESCLANS WHISPERING ANGEL,LBD.0175198,ACTIVE
13908,CHATEAU D'HAURETS BOERDEAUX WHITE,LBD.0200085,ACTIVE
13909,CHATEAU D'HAURETS BORDEAUX RED,LBD.0200084,ACTIVE
13910,CHATEAU D'ISSAN,LBD.0218106,ACTIVE
13911,CHATEAU D'ISSAN BORDEAUX BLEND MARGAUX,LBD.0094697,ACTIVE
13912,CHATEAU D'ISSAN MARGAUX,LBD.0206612,ACTIVE
13913,CHATEAU D'OUPIA,LBD.0013270,ACTIVE
13914,CHATEAU D'YQUEM,LBD.0151666,ACTIVE
13915,CHATEAU D'YQUEM SAUTERNES,LBD.0096805,ACTIVE
13916,CHATEAU DALEM FRONSAC,LBD.0106926,ACTIVE
13917,CHATEAU DALLAU,LBD.0219959,ACTIVE
13918,CHATEAU DARGAN MOULIS,LBD.0187171,ACTIVE
13919,CHATEAU DASSAULT ST. EMILION GRAND CRU,LBD.0228108,ACTIVE
13920,CHATEAU DAUZAC,LBD.0230824,ACTIVE
13921,CHATEAU DAUZAC 1738,LBD.0114826,ACTIVE
13922,CHATEAU DAUZAC MARGAUX,LBD.0229022,ACTIVE
13923,CHATEAU DE BARBE BLANCHE,LBD.0236841,ACTIVE
13924,CHATEAU DE BEAUCASTEL CHAT DU PAPAE BLANC VV,LBD.0104617,ACTIVE
13925,CHATEAU DE BEAUCASTEL CHAT DU PAPE BLANC,LBD.0104616,ACTIVE
13926,CHATEAU DE BEAUCASTEL CHAT DU PAPE HOMMAGE JACQUES PERRIN,LBD.0098723,ACTIVE
13927,CHATEAU DE BEAUCASTEL CHATEAU DU PAPE RE,LBD.0013335,ACTIVE
13928,CHATEAU DE BEL AIR MERLOT CABERNET FRANC CAB SAUV MALBEC LALANDE DE POMEROL,LBD.0078936,ACTIVE
13929,CHATEAU DE BERNADON,LBD.0184751,ACTIVE
13930,CHATEAU DE BERU COTE AUX PRETRES CHABLIS WHITE,LBD.0223072,ACTIVE
13931,CHATEAU DE BERU TERROIRS DE BERU CHABLIS WHITE,LBD.0223073,ACTIVE
13932,CHATEAU DE BLIGNY BLANC DE BLANCS,LBD.0140417,ACTIVE
13933,CHATEAU DE BLIGNY GRANDE RESERVE,LBD.0116644,ACTIVE
13934,CHATEAU DE BLIGNY ROSE,LBD.0116645,ACTIVE
13935,CHATEAU DE BONHOSTE BORDEAUX BLANC SEC,LBD.0039943,ACTIVE
13936,CHATEAU DE BOSC COTES DU RHONE,LBD.0209418,ACTIVE
13937,CHATEAU DE BRIAT ARMAGNAC 'HORS D'AGE',LBD.0104650,ACTIVE
13938,CHATEAU DE CAMARSAC BORDEAUX BLANC,LBD.0227274,ACTIVE
13939,CHATEAU DE CAMARSAC BORDEAUX SUPERIEUR,LBD.0096373,ACTIVE
13940,CHATEAU DE CAMENSAC HAUT MEDOC,LBD.0228325,ACTIVE
13941,CHATEAU DE CAMPUGET 1753 RED,LBD.0050418,ACTIVE
13942,CHATEAU DE CAMPUGET TRADITION RED,LBD.0050422,ACTIVE
13943,CHATEAU DE CAMPUGET TRADITION WHITE,LBD.0050424,ACTIVE
13944,CHATEAU DE CATHALOGNE,LBD.0175954,ACTIVE
13945,CHATEAU DE CAZENOVE BORDEAUX SUPERIEUR,LBD.0149470,ACTIVE
13946,CHATEAU DE CHAINTRES EXMUROS SAUMUR BLANC TERRE DE BREZE,LBD.0212761,ACTIVE
13947,CHATEAU DE CHAINTRES SAUMUR-CHAMPIGNY LES SABLES,LBD.0202782,ACTIVE
13948,CHATEAU DE CHAMBERT CAHORS,LBD.0031448,ACTIVE
13949,CHATEAU DE CHAMIREY,LBD.0190740,ACTIVE
13950,CHATEAU DE CHANTEGRIVE GRAVES,LBD.0101376,ACTIVE
13951,CHATEAU DE CHASSELOIR MUSCADET SEVRE DE AOME,LBD.0031918,ACTIVE
13952,CHATEAU DE COLOMBE CASTILLON COTED DE BORDEAUX RED WINE FRANCE,LBD.0136225,ACTIVE
13953,CHATEAU DE CORNEMPS,LBD.0189433,ACTIVE
13954,CHATEAU DE CORNEMPS CUVEE PRESTIGE,LBD.0189486,ACTIVE
13955,CHATEAU DE COSTIS BORDEAUX,LBD.0082032,ACTIVE
13956,CHATEAU DE COULAINE CHINON ROUGE,LBD.0136179,ACTIVE
13957,CHATEAU DE COULAINE CHINON ROUGE BONNAVENTURE,LBD.0034499,ACTIVE
13958,CHATEAU DE COURTEILLAC,LBD.0166018,ACTIVE
13959,CHATEAU DE CRUZEAU - BLANC,LBD.0236842,ACTIVE
13960,CHATEAU DE CRUZEAU - ROUGE,LBD.0236843,ACTIVE
13961,CHATEAU DE DAVENAY LE GRANDE PIECE 1ER CRU MONTAGNY,LBD.0215337,ACTIVE
13962,CHATEAU DE FABREQUES COTIERES DE NIMES,LBD.0113452,ACTIVE
13963,CHATEAU DE FARGUES SAUTERNES,LBD.0229293,ACTIVE
13964,CHATEAU DE FESLE,LBD.0171699,ACTIVE
13965,CHATEAU DE FESLES BONNEZEAUX BLANC,LBD.0104976,ACTIVE
13966,CHATEAU DE FESLES LA CHAPELLE CABERNET FRANC ANJOU,LBD.0226848,ACTIVE
13967,CHATEAU DE FIEUZAL BLANC PESSAC,LBD.0174342,ACTIVE
13968,CHATEAU DE FONSCOLOMBE ESQUISSE D'AIX EN PROVENCE ROSE,LBD.0212438,ACTIVE
13969,CHATEAU DE FONT VIVE BANDOL RED,LBD.0235098,ACTIVE
13970,CHATEAU DE FONT VIVE BANDOL ROSE,LBD.0235097,ACTIVE
13971,CHATEAU DE FONT VIVE BANDOL WHITE,LBD.0235099,ACTIVE
13972,CHATEAU DE FONTENILLE BORDEAUX ROUGE,LBD.0149455,ACTIVE
13973,CHATEAU DE FONTENILLE COTES DE BORDEAUX,LBD.0204899,ACTIVE
13974,CHATEAU DE FONTENILLE ENTRE DEUX MERS,LBD.0149437,ACTIVE
13975,CHATEAU DE HUREAU TUFFE,LBD.0146397,ACTIVE
13976,CHATEAU DE JARNIOUX BEAUJOLAIS,LBD.0152926,ACTIVE
13977,CHATEAU DE L' AUBRADE-BORDEAUX ROUGE,LBD.0186694,ACTIVE
13978,CHATEAU DE LA BIGOTIERE MUSCADET SEVRES & MAINE SUR LIES,LBD.0204755,ACTIVE
13979,CHATEAU DE LA BOTTIERE - POUILLY-FUISSE,LBD.0223656,ACTIVE
13980,CHATEAU DE LA CHAISE COTEAUX DU GIENNOIS SAUVIGNON,LBD.0229300,ACTIVE
13981,CHATEAU DE LA CHAIZE BROUILLY,LBD.0022342,ACTIVE
13982,CHATEAU DE LA CHAIZE CLOS DE LA CHAIZE MONOPOLE BROUILLY,LBD.0224632,ACTIVE
13983,CHATEAU DE LA CHAIZE FLEURIE,LBD.0214476,ACTIVE
13984,CHATEAU DE LA CHAIZE FLEURIE CLOS DE LA CHAPELLE DES BOIS,LBD.0237856,ACTIVE
13985,CHATEAU DE LA CHAIZE LIEU-DIT CHAVANNES COTE DE BROUILLY,LBD.0214477,ACTIVE
13986,CHATEAU DE LA CHAIZE LIEU-DIT LA CHAIZE MONOPOLE BROUILLY,LBD.0214478,ACTIVE
13987,CHATEAU DE LA CHAIZE LIEU-DIT LA CHAPELLE DES BOIS FLEURIE,LBD.0214479,ACTIVE
13988,CHATEAU DE LA CHAPELLE COTES DE BORDEAUX,LBD.0182972,ACTIVE
13989,CHATEAU DE LA DAUPHINE FRONS,LBD.0221386,ACTIVE
13990,CHATEAU DE LA DAUPHINE FRONSAC,LBD.0145554,ACTIVE
13991,CHATEAU DE LA GRANDE GARDIOLE LES VIEILLES VIGNES,LBD.0222966,ACTIVE
13992,CHATEAU DE LA GRANDE TOUR RED WINE BORDEAUX,LBD.0166975,ACTIVE
13993,CHATEAU DE LA HUSTE FRONSAC,LBD.0094715,ACTIVE
13994,CHATEAU DE LA HUSTE FRONSAC BORDEAUX,LBD.0219864,ACTIVE
13995,CHATEAU DE LA RAGOTIERE MUSCADET,LBD.0013482,ACTIVE
13996,CHATEAU DE LA ROCHE BY MARC DUPAS TOURAINE SAUVIGNON BLANC,LBD.0225822,ACTIVE
13997,CHATEAU DE LA ROULERIE ANJOU LOIRE CHENIN BLANC,LBD.0096125,ACTIVE
13998,CHATEAU DE LA ROULERIE COTEAUX DU LAYON,LBD.0096127,ACTIVE
13999,CHATEAU DE LA TOUR DE L'ANGE,LBD.0089186,ACTIVE
14000,CHATEAU DE LA TOUR RED WINE GRAND CRU CLOS-VOUGEOT,LBD.0138203,ACTIVE
14001,CHATEAU DE LA TOUR RED WINE HOMMAGE A JEAN MORIN CLOS-VOUGEOT,LBD.0138204,ACTIVE
14002,CHATEAU DE LA TOUR RED WINE VIEILLES VIGNES CLOS-VOUGEOT 13.5%,LBD.0138206,ACTIVE
14003,CHATEAU DE LA TOUR RED WINE WIEILLES VIGNES CLOS-VOUGEOT 13%,LBD.0138205,ACTIVE
14004,CHATEAU DE LANDIRAS GRAVES,LBD.0104943,ACTIVE
14005,CHATEAU DE LANDURE MINERVOIS,LBD.0098031,ACTIVE
14006,CHATEAU DE LAUBADE 21YO,LBD.0205605,ACTIVE
14007,CHATEAU DE LAUBADE 21YR ARMAGNAC,LBD.0179227,ACTIVE
14008,CHATEAU DE LAUBADE BAS ARMAGNAC 2006,LBD.0232626,ACTIVE
14009,CHATEAU DE LAUBADE INTEMPOREL N5,LBD.0155215,ACTIVE
14010,CHATEAU DE LAUBADE SIGNATURE 42%,LBD.0155219,ACTIVE
14011,CHATEAU DE LAUBADE VINTAGES,LBD.0075554,ACTIVE
14012,CHATEAU DE LAUBADE VSOP,LBD.0075552,ACTIVE
14013,CHATEAU DE LAUBADE XO,LBD.0075553,ACTIVE
14014,CHATEAU DE LAUDBADE INTEMPOREL NO 5 BAS ARMAGNAC,LBD.0099065,ACTIVE
14015,CHATEAU DE LAUDBADE SIGNATURE VERY SPECIAL BAS ARMAGNAC,LBD.0099066,ACTIVE
14016,CHATEAU DE LAVILLE,LBD.0226416,ACTIVE
14017,CHATEAU DE LUSSAC,LBD.0215919,ACTIVE
14018,CHATEAU DE LYDE,LBD.0226415,ACTIVE
14019,CHATEAU DE MACARD,LBD.0171657,ACTIVE
14020,CHATEAU DE MARSAN,LBD.0229972,ACTIVE
14021,CHATEAU DE MARSANNAY RED WINE BOURGOGNE,LBD.0138227,ACTIVE
14022,CHATEAU DE MARSANNAY RED WINE CLOS DE JEU MARSANNAY,LBD.0183936,ACTIVE
14023,CHATEAU DE MARSANNAY RED WINE CLOS DU ROY MARSANNAY,LBD.0138228,ACTIVE
14024,CHATEAU DE MARSANNAY RED WINE GEVREY CHAMBERTIN,LBD.0138229,ACTIVE
14025,CHATEAU DE MARSANNAY RED WINE GRAND CRU CLOS DE VOUGEOT,LBD.0138230,ACTIVE
14026,CHATEAU DE MARSANNAY RED WINE LES CHAMPEAUX GEVREY CHAMBERTIN,LBD.0138231,ACTIVE
14027,CHATEAU DE MARSANNAY RED WINE LES ECHEZOTS MARSANNAY,LBD.0138232,ACTIVE
14028,CHATEAU DE MARSANNAY RED WINE LES LONGEROIES MARSANNAY,LBD.0138233,ACTIVE
14029,CHATEAU DE MARSANNAY RED WINE MARSANNAY,LBD.0138234,ACTIVE
14030,CHATEAU DE MARSANNAY WHITE WINE MARSANNAY,LBD.0153425,ACTIVE
14031,CHATEAU DE MERCUES CAHORS,LBD.0095059,ACTIVE
14032,CHATEAU DE MERCUES MALBEC CAHORS CUVEE 6666,LBD.0193481,ACTIVE
14033,CHATEAU DE MERCUES MALBEC ICON,LBD.0194627,ACTIVE
14034,CHATEAU DE MEURSAULT CLOS DE LA PLATIERE RED WINE POMMARD,LBD.0183937,ACTIVE
14035,CHATEAU DE MEURSAULT CLOS DES CHENES RED WINE VOLNAY,LBD.0138216,ACTIVE
14036,CHATEAU DE MEURSAULT CLOS DES GRANDS CHARRONS WHITE WINE MEURSAULT,LBD.0138217,ACTIVE
14037,CHATEAU DE MEURSAULT MEURSAULT CHARMES WHITE WINE MEURSAULT,LBD.0138220,ACTIVE
14038,CHATEAU DE MEURSAULT MEURSAULT DU CHATEAU WHITE WINE MEURSAULT,LBD.0138219,ACTIVE
14039,CHATEAU DE MEURSAULT PERRIERS WHITE WINE MEURSAULT,LBD.0138221,ACTIVE
14040,CHATEAU DE MEURSAULT RED WINE CLOS DES EPENOTS POMMARD,LBD.0138222,ACTIVE
14041,CHATEAU DE MEURSAULT RED WINE CORTON,LBD.0138223,ACTIVE
14042,CHATEAU DE MEURSAULT RED WINE SAVIGNY LES BEAUNE,LBD.0138224,ACTIVE
14043,CHATEAU DE MEURSAULT WHITE WINE CLOS DU CHATEAU BOURGOGNE,LBD.0138225,ACTIVE
14044,CHATEAU DE MEURSAULT WHITE WINE LES CHARMES DESSUS MEURSAULT,LBD.0138226,ACTIVE
14045,CHATEAU DE MEURSAULT WHITE WINE SAVIGNY LES BEAUNE,LBD.0153428,ACTIVE
14046,CHATEAU DE MONTFAUCON COTES DU RHONE,LBD.0214091,ACTIVE
14047,CHATEAU DE MONTFRIN COSTIERES DE NIMES,LBD.0204073,ACTIVE
14048,CHATEAU DE MONTFRIN COTES DU RHONE,LBD.0202312,ACTIVE
14049,CHATEAU DE MONTFRIN UN COUP DE DES JAMIAS N'ABOLIRA LE HASARD,LBD.0204074,ACTIVE
14050,CHATEAU DE NAGES BULLES DE NAGES EXTRA BRUT,LBD.0191779,ACTIVE
14051,CHATEAU DE NAGES BUTI COSTIERES NIMES BLANC,LBD.0099704,ACTIVE
14052,CHATEAU DE NAGES BUTI NAGES COSTIERES DE NIMES ROSE,LBD.0099708,ACTIVE
14053,CHATEAU DE NAGES BUTI ROUGE COSTIERES NIMES,LBD.0099705,ACTIVE
14054,CHATEAU DE NAGES GOURMANDINAGES BLANC,LBD.0191780,ACTIVE
14055,CHATEAU DE NAGES HERITAGE VIEILLES VIGNES BLANC,LBD.0171725,ACTIVE
14056,CHATEAU DE NAGES HERITAGE VIEILLES VIGNES ROUGE,LBD.0171746,ACTIVE
14057,CHATEAU DE NAGES HERITAGE VIELLES VIGNES ROSE,LBD.0171726,ACTIVE
14058,CHATEAU DE NAGES JOSEPH TORRES BLANC,LBD.0103241,ACTIVE
14059,CHATEAU DE NAGES JT COSTIERES DE NIMES,LBD.0099709,ACTIVE
14060,CHATEAU DE NALYS CHATEAUNEUF DU PAPE GRAND VIN RED,LBD.0147564,ACTIVE
14061,CHATEAU DE NALYS CHATEAUNEUF DU PAPE GRAND VIN WHITE,LBD.0147565,ACTIVE
14062,CHATEAU DE NALYS SAINTES PIERRES DE NALYS CHATEAUNEUF DU PAPE WHITE,LBD.0147567,ACTIVE
14063,CHATEAU DE NALYS SAINTES PIERRES DE NALYS CHATEAUNEUF-DU PAPE RED,LBD.0147566,ACTIVE
14064,CHATEAU DE PAILLET-QUANCARD COTES DE BORDEAUX,LBD.0097049,ACTIVE
14065,CHATEAU DE PANIGON,LBD.0172809,ACTIVE
14066,CHATEAU DE PARENCHERE ESPIRIT DE PARENCHERE BORDEAUX SUPERIEUR,LBD.0206935,ACTIVE
14067,CHATEAU DE PELLEHAUT ARMAGNAC 'SELECTION - 5YR OLD',LBD.0116674,ACTIVE
14068,CHATEAU DE PENNAUTIER CABARDES ROUGE,LBD.0187371,ACTIVE
14069,CHATEAU DE PEZ,LBD.0222804,ACTIVE
14070,CHATEAU DE PEZ SAINT-ESTEPHE,LBD.0017552,ACTIVE
14071,CHATEAU DE PEZ ST. ESTEPHE,LBD.0206822,ACTIVE
14072,CHATEAU DE PIERRECLOS AU METERTIERE WHITE WINE POUILLY-FUISSE,LBD.0227785,ACTIVE
14073,CHATEAU DE PIERRECLOS VIEILLES VIGNES WHITE WINE MACON-BUSSIERES,LBD.0227783,ACTIVE
14074,CHATEAU DE PIERRECLOS VIEILLES VIGNES WHITE WINE POUILLY-FUSSE,LBD.0227784,ACTIVE
14075,CHATEAU DE PIERREUX RESERVE DU CHATEAU BROUILLY,LBD.0187419,ACTIVE
14076,CHATEAU DE PIERREUX RESERVE DU CHATEAU BROUILLY RED WINE,LBD.0187421,ACTIVE
14077,CHATEAU DE PITRAY,LBD.0113022,ACTIVE
14078,CHATEAU DE PIZAY BEAUJOLAIS RED,LBD.0176640,ACTIVE
14079,CHATEAU DE PIZAY MORGON RED,LBD.0176643,ACTIVE
14080,CHATEAU DE PLAISANCE ANJOU BLANC RONCERAY,LBD.0182778,ACTIVE
14081,CHATEAU DE PLAISANCE ANJOU ROUGE SUR LA BUTTE,LBD.0182779,ACTIVE
14082,CHATEAU DE PLAISANCE L'ANJOU BLANC,LBD.0182777,ACTIVE
14083,CHATEAU DE PONCIE BEAUJOLAIS-VILLAGES,LBD.0234950,ACTIVE
14084,CHATEAU DE PONCIE LES HAUTS DU PY FLEURIE,LBD.0234951,ACTIVE
14085,CHATEAU DE QUINCAY LAUNAY TOURAINE RED,LBD.0236097,ACTIVE
14086,CHATEAU DE QUINCAY TOURAINE WHITE,LBD.0236098,ACTIVE
14087,CHATEAU DE RAYNE VIGNEAU SAUTERNES,LBD.0216498,ACTIVE
14088,CHATEAU DE RIBEBON,LBD.0139990,ACTIVE
14089,CHATEAU DE RIBEBON CABERNET FRANC,LBD.0171719,ACTIVE
14090,CHATEAU DE RIBEBON RESERVE,LBD.0209908,ACTIVE
14091,CHATEAU DE RIBEBON-BORDEAUX SUPERIEUR 12941,LBD.0139564,ACTIVE
