id_marca,nombre_marca,numero_registro,estado_registro
43619,MARKOVIC ESTATES RASPBERRY LIQUEUR,LBD.0234478,ACTIVE
43620,MARKOVIC ESTATES RED SANGRIA,LBD.0227490,ACTIVE
43621,MARKOVIC ESTATES RIESLING,LBD.0234067,ACTIVE
43622,MARKOVIC ESTATES ROSE SEMI SWEET,LBD.0227489,ACTIVE
43623,MARKOVIC ESTATES SAUVIGNON BLANC SEMI DRY,LBD.0227482,ACTIVE
43624,MARKOVIC ESTATES SHIRAZ SEMI SWEET,LBD.0227485,ACTIVE
43625,MARKOVIC ESTATES SHIRAZ/GRENACHE SEMI SWEET,LBD.0234066,ACTIVE
43626,MARKOVIC ESTATES SLIVOVITZ PLUM BRANDY 10 YEARS OLD,LBD.0227478,ACTIVE
43627,MARKOVIC ESTATES SLIVOVITZ PLUM BRANDY 5 YEARS OLD,LBD.0227484,ACTIVE
43628,MARKOVIC ESTATES SWEET RED,LBD.0227480,ACTIVE
43629,MARKOVIC ESTATES WHITE SANGRIA,LBD.0227479,ACTIVE
43630,MARKSTONE CABERNET SAUVIGNON CALIFORNIA,LBD.0213853,ACTIVE
43631,MARKSTONE CHARDONNAY CALIFORNIA,LBD.0213854,ACTIVE
43632,MARKSTONE PINOT GRIGIO CALIFORNIA,LBD.0213855,ACTIVE
43633,MARKSTONE PINOT GRIGIO CALIFORNIA- 12.5%,LBD.0234622,ACTIVE
43634,MARKSTONE PINOT NOIR CALIFORNIA,LBD.0213856,ACTIVE
43635,MARLBOROUGH VINES SAUVIGNON BLANC,LBD.0178248,ACTIVE
43636,MARLBOUROUGH ESTATE SAUVIGNON BLANC,LBD.0186005,ACTIVE
43637,MARNES BLANCHES BULLE TON BODY,LBD.0207125,ACTIVE
43638,MARNES BLANCHES CHARDONNAY MOLATES,LBD.0215986,ACTIVE
43639,MARNES BLANCHES EN JENSILLARD,LBD.0220604,ACTIVE
43640,MARNES BLANCHES POULSARD,LBD.0220603,ACTIVE
43641,MARNES BLANCHES SAVAGNIN EN QUATRE VIS,LBD.0218544,ACTIVE
43642,MARNES BLANCHES SAVAGNIN MOLATES,LBD.0207124,ACTIVE
43643,MARNES BLANCHES TROUSSEAU,LBD.0215985,ACTIVE
43644,MARNET CHARDONNAY MILL STATION,LBD.0208524,ACTIVE
43645,MARNET PINOT NOIR ALDER SPRINGS,LBD.0208525,ACTIVE
43646,MARNET PINOT NOIR CHOUETTE VINEYARD,LBD.0208526,ACTIVE
43647,MAROLO BAROLO GRAPPA,LBD.0118406,ACTIVE
43648,MAROLO GRAPPA FROM MOSCATO GRAPES,LBD.0118407,ACTIVE
43649,MAROLO MILLA GRAPPA & CAMOMILE LIQUEUR,LBD.0087558,ACTIVE
43650,MAROTTI CAMPI RUBICO LACRIMA DI MORRO D'ALBA,LBD.0203291,ACTIVE
43651,MAROTTI CAMPI VERDICCHIO DEI CASTELLI LUZANO,LBD.0203292,ACTIVE
43652,MARQUES D LA CONCORDIA LAGUNILLA,LBD.0206117,ACTIVE
43653,MARQUES D LA CONCORDIA RIOJA SANTIAGO,LBD.0216422,ACTIVE
43654,MARQUES DE BORBA COLHEITA WHITE,LBD.0177064,ACTIVE
43655,MARQUES DE BORBA LATE HARVEST SWEET WHITE,LBD.0221916,ACTIVE
43656,MARQUES DE BORBA RED,LBD.0158969,ACTIVE
43657,MARQUES DE BORBA RESERVA,LBD.0159174,ACTIVE
43658,MARQUES DE BORBA SPARKLING ROSE,LBD.0221917,ACTIVE
43659,MARQUES DE BORBA VINHAS VELHAS,LBD.0158988,ACTIVE
43660,MARQUES DE BORBA VINHAS VELHAS WHITE,LBD.0206925,ACTIVE
43661,MARQUES DE CACERES EXCELLENS CUVEE ESPECIAL RD,LBD.0137151,ACTIVE
43662,MARQUES DE CACERES GAUDIUM,LBD.0086279,ACTIVE
43663,MARQUES DE CACERES ORGANIC RED,LBD.0118523,ACTIVE
43664,MARQUES DE CACERES RED BLEND,LBD.0194940,ACTIVE
43665,MARQUES DE CACERES RIOJA RED,LBD.0013522,ACTIVE
43666,MARQUES DE CACERES RIOJA ROSE,LBD.0015076,ACTIVE
43667,MARQUES DE CACERES SATINELA,LBD.0137150,ACTIVE
43668,MARQUES DE CACERES SPARKLING CAVA,LBD.0144660,ACTIVE
43669,MARQUES DE CACERES VERDEJO RUEDA,LBD.0200190,ACTIVE
43670,"MARQUES DE CACERES, MC",LBD.0168348,ACTIVE
43671,MARQUES DE CARERES RESERVA RIOJA RED,LBD.0014295,ACTIVE
43672,MARQUES DE CASA CONCHA CABERNET SAUVIGNON VALLEY DE MAIPO,LBD.0004199,ACTIVE
43673,MARQUES DE CASA CONCHA CARMENERE PEUMO,LBD.0070887,ACTIVE
43674,MARQUES DE CASA CONCHA CHARDONNAY LIMARI VALLEY,LBD.0004200,ACTIVE
43675,MARQUES DE CASA CONCHA HERITAGE RED BLEND PUENTE ALTO,LBD.0186059,ACTIVE
43676,MARQUES DE CASA CONCHA PINOT NOIR D.O. LIMARI VALLEY,LBD.0223664,ACTIVE
43677,MARQUES DE LA CONCORDIA RESERVA BLANC DE BLANCS CAVA,LBD.0221679,ACTIVE
43678,MARQUES DE LA CONCORDIA RESERVA BRUT ROSE CAVA,LBD.0224209,ACTIVE
43679,MARQUES DE LA CONCORDIA SELECCION ESPECIAL CAVA,LBD.0221680,ACTIVE
43680,MARQUES DE MONISTROL BRUT CAVA,LBD.0236948,ACTIVE
43681,MARQUES DE MURRIETA CAPELLANIA BLANCO RESERVA,LBD.0162385,ACTIVE
43682,MARQUES DE MURRIETA CASTILLO YGAY GRE BLANCO RIOJA,LBD.0129241,ACTIVE
43683,MARQUES DE MURRIETA CASTILLO YGAY GRE D.O.C. RIOJA,LBD.0131596,ACTIVE
43684,MARQUES DE MURRIETA D.O.C. RIOJA RESERVATION,LBD.0162384,ACTIVE
43685,MARQUES DE MURRIETA DALMAU RESERVA DOC RIOJA,LBD.0141146,ACTIVE
43686,MARQUES DE MURRIETA GRAN RESERVA,LBD.0215341,ACTIVE
43687,MARQUES DE NAVARRO GRAN LIMITED RESERVE,LBD.0210595,ACTIVE
43688,MARQUES DE NAVARRO GRAN RESERVE CABERNET FRANC,LBD.0227857,ACTIVE
43689,MARQUES DE NAVARRO GRAN RESERVE CABERNET SAUVIGNON,LBD.0227858,ACTIVE
43690,MARQUES DE NAVARRO GRAN RESERVE CARMENERE,LBD.0227859,ACTIVE
43691,MARQUES DE NAVARRO GRAN RESERVE MALBEC,LBD.0227860,ACTIVE
43692,MARQUES DE NAVARRO GRAN RESERVE MERLOT,LBD.0227861,ACTIVE
43693,MARQUES DE NAVARRO PETIT VERDOT GRAN RESERVA,LBD.0237073,ACTIVE
43694,MARQUES DE NAVARRO ROSE PETIT VERDOT,LBD.0218249,ACTIVE
43695,MARQUES DE NAVARRO SYRAH GRAN RESERVA,LBD.0237074,ACTIVE
43696,MARQUES DE PINTUELES RESERVA,LBD.0229536,ACTIVE
43697,MARQUES DE RISCAL ARIENZO CRIANZA,LBD.0222526,ACTIVE
43698,MARQUES DE RISCAL BARON DE CHIREL,LBD.0222527,ACTIVE
43699,MARQUES DE RISCAL BARON DE CHIREL BLANCO RIOJA,LBD.0237606,ACTIVE
43700,MARQUES DE RISCAL FRANK GEHRY SELECTION,LBD.0203256,ACTIVE
43701,MARQUES DE RISCAL GRAN RESERVA,LBD.0209766,ACTIVE
43702,MARQUES DE RISCAL GRAN RESERVA 150 ANIVERSARIO,LBD.0203257,ACTIVE
43703,MARQUES DE RISCAL RIOJA RISERVA,LBD.0015854,ACTIVE
43704,MARQUES DE RISCAL ROSADO,LBD.0222528,ACTIVE
43705,MARQUES DE RISCAL RUEDA,LBD.0015239,ACTIVE
43706,MARQUES DE RISCAL VERDEJO,LBD.0222529,ACTIVE
43707,MARQUES DE RISCAL XR RESERVA RIOJA,LBD.0203255,ACTIVE
43708,MARQUES DE TOMARES CRIANZA,LBD.0208233,ACTIVE
43709,MARQUES DE TORO CABERNET SAUVIGNON,LBD.0178352,ACTIVE
43710,"MARQUES DE VALTIER RESERVA UTIEL-REQUENA RED WINE, SPAIN",LBD.0170338,ACTIVE
43711,MARQUES DE VARGAS GRAN RESERVA,LBD.0218699,ACTIVE
43712,MARQUES DE VARGAS RESERVA,LBD.0218698,ACTIVE
43713,MARQUES DEL ATRIO,LBD.0164039,ACTIVE
43714,MARQUES DEL ATRIO CRIANZA,LBD.0167507,ACTIVE
43715,MARQUES DEL ATRIO GRAN SELECCION,LBD.0204734,ACTIVE
43716,MARQUES DEL ATRIO JOVEN,LBD.0174155,ACTIVE
43717,MARQUES DEL SILVO GRAN RESERVA,LBD.0224794,ACTIVE
43718,MARQUES ESCRIBA,LBD.0151512,ACTIVE
43719,MARQUETTE,LBD.0210396,ACTIVE
43720,MARQUIS DE CALON,LBD.0215151,ACTIVE
43721,MARQUIS DE PENNAUTIER CHARDONNAY TERROIRS D'ALTITUDE BLANC,LBD.0187370,ACTIVE
43722,MARQUIS DE SADE CHATANEAUF DU PAPE,LBD.0209421,ACTIVE
43723,MARQUIS DE SADE COTES DE RHONE,LBD.0209423,ACTIVE
43724,MARQUIS DE SADE GIGONDAS,LBD.0209422,ACTIVE
43725,MARQUIS DE TERME CUVEE 1762,LBD.0203473,ACTIVE
43726,MARRASO GRAN BLEND,LBD.0210787,ACTIVE
43727,MARRASO MALBEC,LBD.0210788,ACTIVE
43728,MARRYE DE ROSSA,LBD.0224995,ACTIVE
43729,MARS DISTILLERY SINGLE MALT WHISKY TSUNUKI - EDITION 2023,LBD.0209249,ACTIVE
43730,MARS MALTAGE WHISKY COSMO MANZANILLA CASK,LBD.0211101,ACTIVE
43731,MARS SHINSHU SINGLE MALT WHISKY KOMAGATAKE EDITION 2021,LBD.0193082,ACTIVE
43732,MARS SHINSHU SINGLE MALT WHISKY TSUNUKI - EDITION 2022,LBD.0192256,ACTIVE
43733,MARS SHINSHU WHISKY IWAI,LBD.0133596,ACTIVE
43734,MARS SHINSHU WHISKY IWAI 45,LBD.0159015,ACTIVE
43735,MARS SHINSHU WHISKY IWAI TRADITION,LBD.0133597,ACTIVE
43736,MARS SINGLE MALT WHISKY TSUNUKI - LIMITED EDITION 2025,LBD.0231018,ACTIVE
43737,MARS WHISKY IWAI RYE STYLE,LBD.0231016,ACTIVE
43738,MARS WHISKY IWAI TRADITION - CHATEAU MARS WINE CASK,LBD.0208642,ACTIVE
43739,MARS WHISKY SINGLE MALT WHISKY TSUNUKI EDITION 2024,LBD.0215373,ACTIVE
43740,MARS WHISKY THE LUCKY CAT DOUBLE INDIVIDUALS HANA AND CHOCO,LBD.0218508,ACTIVE
43741,MARS WHISKY THE Y.A. #4,LBD.0231019,ACTIVE
43742,MARS WHISKY WHISKY IWAI TRADITION - HARU SPRING SAKURA CASK,LBD.0224074,ACTIVE
43743,MARS WHISKY WHISKY IWAI TRADITION SHERRY CASK,LBD.0211181,ACTIVE
43744,MARS WHISKY WHISKY THE LUCKY CAT MAY & HANA,LBD.0228168,ACTIVE
43745,MARS WHISKY WHISKY THE LUCKY CAT MAY & LUNA,LBD.0211099,ACTIVE
43746,MARS WHISKY WHISKY THE Y.A.NO.2,LBD.0211102,ACTIVE
43747,MARS WHISKY Y.A. BAKEMONO #06 - DOUBLE CASK,LBD.0221229,ACTIVE
43748,"MARSANNE, SAINT-JOSEPH BLANC",LBD.0202744,ACTIVE
43749,"MARSANNE, SAINT-JOSEPH ROUGE",LBD.0202742,ACTIVE
43750,MARSEILLE BLEND AMARO,LBD.0183743,ACTIVE
43751,MARSHALL DAVIS CHARDONNAY,LBD.0164659,ACTIVE
43752,MARSILIANA,LBD.0231771,ACTIVE
43753,MARSILIANA BIRILLO,LBD.0231767,ACTIVE
43754,MARSILIANA BORGO DI MARSILIANA,LBD.0231766,ACTIVE
43755,MARSILIANA VERMENTINO,LBD.0231786,ACTIVE
43756,MARSURET BRUT NATURE SUI LIEVITI DOCG,LBD.0208011,ACTIVE
43757,MARSURET PROSECCO SUPERIOR BRUT SAN BOLDO,LBD.0102694,ACTIVE
43758,MARSURET PROSECCO SUPERIOR DRY MILLESIMATO 12,LBD.0102695,ACTIVE
43759,MARSURET PROSECCO TREVISO EXTRA DRY,LBD.0102696,ACTIVE
43760,MARTA VALPIANI ALBANA DOCG 'MADONNA DEI FIORI',LBD.0208931,ACTIVE
43761,MARTAELLA VINEYARD PINOT NOIR,LBD.0229787,ACTIVE
43762,MARTAELLA WINERY MONSIGNOR PINOT NOIR SONOMA COUNTY,LBD.0145942,ACTIVE
43763,MARTELL BLUE SWIFT SPIRIT DRINK,LBD.0140082,ACTIVE
43764,MARTELL CORDON BLEU,LBD.0030784,ACTIVE
43765,MARTELL CORDON BLEU EXTRA,LBD.0215951,ACTIVE
43766,MARTELL L'OR DE MARTELL,LBD.0030786,ACTIVE
43767,MARTELL L'OR DU RABBIT,LBD.0224803,ACTIVE
43768,MARTELL L'OR TIGRE,LBD.0222869,ACTIVE
43769,MARTELL NOBLIGE,LBD.0051824,ACTIVE
43770,MARTELL VS COGNAC,LBD.0030787,ACTIVE
43771,MARTELL VSOP COGNAC,LBD.0030788,ACTIVE
43772,MARTELL VSOP RED BARRELS COGNAC,LBD.0147576,ACTIVE
43773,MARTELL XO,LBD.0030789,ACTIVE
43774,MARTHA STOUMEN ANOTHER SHORE CABERNET SAUVIGNON VALDIGUIE CALIFORNIA 0001,LBD.0207368,ACTIVE
43775,MARTHA STOUMEN BENCHLANDS RED,LBD.0209485,ACTIVE
43776,MARTHA STOUMEN BRICARELLI RANCH NEGRO AMARO ROSATO MENDOCINO COUNTY 1095,LBD.0207369,ACTIVE
43777,MARTHA STOUMEN CARIGNAN RICETTI VYD,LBD.0209486,ACTIVE
43778,MARTHA STOUMEN GRIST VINEYARD SYRAH DRY CREEK VALLEY 0112,LBD.0207370,ACTIVE
43779,MARTHA STOUMEN HAWKEYE RANCH PINOT NOIR REDWOOD VALLEY 1033,LBD.0207372,ACTIVE
43780,MARTHA STOUMEN HONEYMOON CHARDONNAY COLOMBARD REDWOOD VALLEY 1031,LBD.0207371,ACTIVE
43781,MARTHA STOUMEN NERO D'AVOLA MENDOCINO COUNTY,LBD.0178226,ACTIVE
43782,MARTHA STOUMEN NERO D/AVOLA,LBD.0206061,ACTIVE
43783,MARTHA STOUMEN POST FLIRTATION RED,LBD.0206060,ACTIVE
43784,MARTHA STOUMEN POST FLIRTATION RED WINE CALIFORNIA 0892,LBD.0232452,ACTIVE
43785,MARTHA STOUMEN POST FLIRTATION ROSE,LBD.0206059,ACTIVE
43786,MARTHA STOUMEN POST FLIRTATION WHITE,LBD.0206058,ACTIVE
43787,MARTHA STOUMEN TRY IT OUT! WINE SPRITZER,LBD.0191328,ACTIVE
43788,MARTHA STOUMEN VENTURI VINEYARD CARIGNAN MENDOCINO COUNTY 1041,LBD.0207373,ACTIVE
43789,MARTHA STOUMEN VERMENTINO VENTURI VINEYARD,LBD.0206062,ACTIVE
43790,MARTHA STOURMEN HONEYMOON WHITE,LBD.0217366,ACTIVE
43791,MARTHA STOURMEN NERO D'AVOLA ROSATO,LBD.0217365,ACTIVE
43792,MARTI AUTENTICO CARIBBEAN DORADO RUM 80PF,LBD.0226297,ACTIVE
43793,MARTI AUTENTICO CARIBBEAN PLATA RUM 80PF,LBD.0226298,ACTIVE
43794,MARTI AUTENTICO DORADO RUM,LBD.0137729,ACTIVE
43795,MARTI AUTENTICO PLATA RUM,LBD.0137730,ACTIVE
43796,MARTIN CODAX ALBARINO RIAS BAIXAS,LBD.0060434,ACTIVE
43797,MARTIN MILLER'S 9 MOONS BARREL RESTED GIN,LBD.0211466,ACTIVE
43798,MARTIN MILLER'S 9 MOONS SPECIAL CASK RESERVE GIN,LBD.0211467,ACTIVE
43799,MARTIN MILLER'S GIN,LBD.0235000,ACTIVE
43800,MARTIN MILLER'S WESTBOURNE GIN,LBD.0234704,ACTIVE
43801,MARTIN MILLER'S WESTBOURNE STRENGTH GIN,LBD.0149652,ACTIVE
43802,"MARTIN RAY ""SYNTHESIS"" RED WINE NAPA VALLEY",LBD.0086207,ACTIVE
43803,MARTIN RAY CABERNET SAUVIGNON 56 SONOMA COUNTY 44 NAPA COUNTY KEG,LBD.0227304,ACTIVE
43804,MARTIN RAY CABERNET SAUVIGNON 60% SONOMA COUNTY 40% NAPA COUNTY 22-0345,LBD.0227750,ACTIVE
43805,MARTIN RAY CABERNET SAUVIGNON FELLOM RANCH SANTA CRUZ MOUNTAINS,LBD.0227302,ACTIVE
43806,MARTIN RAY CABERNET SAUVIGNON HOWELL MOUNTAIN 23-0369,LBD.0227745,ACTIVE
43807,MARTIN RAY CABERNET SAUVIGNON NAPA VALLEY 25-0294,LBD.0227743,ACTIVE
43808,MARTIN RAY CABERNET SAUVIGNON NAPA VALLEY KEG 25-0880,LBD.0227742,ACTIVE
43809,MARTIN RAY CABERNET SAUVIGNON RUTHERFORD,LBD.0227301,ACTIVE
43810,MARTIN RAY CABERNET SAUVIGNON SANTA CRUZ MT,LBD.0149731,ACTIVE
43811,MARTIN RAY CHARDONNAY 60% MONTEREY COUNTY 40% SONOMA COUNTY 22-0187,LBD.0227751,ACTIVE
43812,MARTIN RAY CHARDONNAY 60% MONTEREY COUNTY 40% SONOMA COUNTY KEG,LBD.0227303,ACTIVE
43813,MARTIN RAY CHARDONNAY CONCRETE-DUTTON RANCH RUSSIAN RIVER VALLEY 22-0501,LBD.0227741,ACTIVE
43814,MARTIN RAY CHARDONNAY SANTA CRUZ MOUNTAINS 23-0144,LBD.0222718,ACTIVE
43815,MARTIN RAY CHARDONNAY SANTA CRUZ MOUNTAINS BALD MNT VINEYARD RESERVE 13.5%,LBD.0087909,ACTIVE
43816,MARTIN RAY CHARDONNAY SONOMA COAST,LBD.0145131,ACTIVE
43817,MARTIN RAY CHARDONNAY SONOMA COAST KEG,LBD.0231332,ACTIVE
43818,MARTIN RAY PINOT NOIR 69% SONOMA COUNTY 31% MONTEREY COUNTY 23-0479,LBD.0227740,ACTIVE
43819,MARTIN RAY PINOT NOIR BRUT ROSE RUSSIAN RIVER VALLEY 22-0178,LBD.0227746,ACTIVE
43820,MARTIN RAY PINOT NOIR COAST GRADE VINEYARD SANTA CRUZ MOUNTAINS,LBD.0120752,ACTIVE
43821,MARTIN RAY PINOT NOIR ESTATE GROWN RUSSIAN RIVER VALLEY 24-0368,LBD.0227744,ACTIVE
43822,MARTIN RAY PINOT NOIR SANTA CRUZ MOUNTAIN RESERVE 14.2%,LBD.0087910,ACTIVE
43823,MARTIN RAY PINOT NOIR SANTA CRUZ MOUNTAINS,LBD.0231333,ACTIVE
43824,MARTIN RAY PINOT NOIR SONOMA COAST,LBD.0115108,ACTIVE
43825,MARTIN RAY ROSE OF PINOT MONTEREY COUNTY - SONOMA COUNTY 22-0344,LBD.0223047,ACTIVE
43826,MARTIN RAY ROSE OF PINOT NOIR SONOMA COAST 25-0545,LBD.0223196,ACTIVE
43827,MARTIN RAY SAUVIGNON BLANC RUSSIAN RIVER VALLEY 24-1148,LBD.0223046,ACTIVE
43828,MARTIN RAY VINEYARDS AND WINERY CHARDONNAY SONOMA COAST,LBD.0155375,ACTIVE
43829,MARTIN RAY VINEYARDS AND WINERY PINOT NOIR SONOMA COAST,LBD.0155382,ACTIVE
43830,MARTIN RAY WINERY CABERNET SAUVIGNON NAPA VALLEY SYNTHESIS,LBD.0152830,ACTIVE
43831,MARTIN RAY WINERY CABERNET SAUVIGNON STAGS LEAP RESERVE,LBD.0148905,ACTIVE
43832,"MARTIN RAY WINERY, PINOT NOIR, RUSSIAN RIVER VALLEY ""SYNTHESIS""",LBD.0142698,ACTIVE
43833,MARTIN TEXIER CDR BREZEME,LBD.0182579,ACTIVE
43834,MARTIN TEXIER LA BOUTANCHE CINSAULT,LBD.0184180,ACTIVE
43835,MARTIN TEXIER PETITE NATURE,LBD.0206081,ACTIVE
43836,MARTIN TEXIER VDF LE PREYNA,LBD.0182578,ACTIVE
43837,MARTIN WOODS CHARDONNAY YAMHILL VALLEY VINEYARD,LBD.0214737,ACTIVE
43838,MARTIN WOODS GAMAY TUALATIN ESTATE VINEYARD,LBD.0208907,ACTIVE
43839,MARTIN WOODS HYLAND VINEYARD PINOT NOIR,LBD.0201334,ACTIVE
43840,MARTIN WOODS KOOSAH VINEYARD CHARDONNAY,LBD.0201335,ACTIVE
43841,MARTIN WOODS PINOT NOIR JESSIE JAMES VINEYARD,LBD.0201344,ACTIVE
43842,MARTIN WOODS PINOT NOIR KOOSAH VINEYARD,LBD.0214738,ACTIVE
43843,MARTIN WOODS RIESLING WILLAMETTE VALLEY,LBD.0214739,ACTIVE
43844,MARTIN'S PICK UP CABERNET SAUVIGNON SOUTH AUSTRALIA,LBD.0122392,ACTIVE
43845,MARTIN'S PICK UP CHARDONNAY SOUTH AUSTRALIA,LBD.0122393,ACTIVE
43846,MARTIN'S PICK UP MOSCATO,LBD.0176019,ACTIVE
43847,MARTIN'S PICK UP ROSE,LBD.0175995,ACTIVE
43848,MARTIN'S PICK UP SHIRAZ SOUTH AUSTRALIA,LBD.0122394,ACTIVE
43849,MARTINELLI BELLA VIGNA CHARDONNAY,LBD.0125563,ACTIVE
43850,MARTINELLI CHARDONNAY ZIO TONY RANCH,LBD.0148110,ACTIVE
43851,MARTINELLI FORT ROSS SEAVIEW PINOT NOIR,LBD.0172955,ACTIVE
43852,MARTINELLI PINOT NOIR BELLA VIGNA,LBD.0064252,ACTIVE
43853,MARTINELLI PINOT NOIR BONDI HOME RANCH,LBD.0064253,ACTIVE
43854,MARTINELLI PINOT NOIR THREE SISTERS VINEYARD,LBD.0148111,ACTIVE
43855,MARTINELLI PINOT NOIR ZIO TONY,LBD.0225720,ACTIVE
43856,"MARTINELLI PINOT NOIR, SONOMA COAST, ROSE OF PINOT NOIR",LBD.0216322,ACTIVE
43857,MARTINELLI ROAD CHARDONNAY,LBD.0176375,ACTIVE
43858,MARTINELLI ROSE OF PINOT NOIR SONOMA COAST,LBD.0225721,ACTIVE
43859,MARTINELLI RUSSIAN RIVER PINOT NOIR,LBD.0172957,ACTIVE
43860,MARTINELLI VIGNETO DI EVO ZINFANDEL,LBD.0125559,ACTIVE
43861,MARTINELLI ZINFANDEL GIUSEPPE & LUISA,LBD.0064254,ACTIVE
43862,MARTINELLIGIUSEPPE & LUISA ZINFANDEL,LBD.0172954,ACTIVE
43863,MARTINELLO CHARDONNAY ZIO TONY,LBD.0064258,ACTIVE
43864,MARTINES LA CUESTA CAMPEADOR VINO BRISADO,LBD.0231998,ACTIVE
43865,MARTINES LA CUESTA CAPEADOR GARNACHA,LBD.0231999,ACTIVE
43866,MARTINES LA CUESTA CAPEADOR RESERVA,LBD.0232000,ACTIVE
43867,MARTINET BRU,LBD.0209721,ACTIVE
43868,MARTINEZ 10 YEAR TAWNY,LBD.0177513,ACTIVE
43869,MARTINEZ FINE RUBY,LBD.0177514,ACTIVE
43870,MARTINEZ FINE TAWNY,LBD.0177515,ACTIVE
43871,MARTINEZ LATE BOTTLE VINTAGE PORTO,LBD.0177459,ACTIVE
43872,MARTINEZ LBV PORT,LBD.0166399,ACTIVE
43873,MARTINGALE MAISON THOMAS COGNAC,LBD.0210256,ACTIVE
43874,MARTINGALE RARE RESERVE COGNAC,LBD.0218768,ACTIVE
43875,MARTINI & ROSSI AMBRATO VERMOUTH,LBD.0137331,ACTIVE
43876,MARTINI & ROSSI BIANCO VERMOUTH,LBD.0008143,ACTIVE
43877,MARTINI & ROSSI BITTER - LIQUEUR,LBD.0136329,ACTIVE
43878,MARTINI & ROSSI ROSE,LBD.0130220,ACTIVE
43879,MARTINI & ROSSI RUBINO VERMOUTH,LBD.0137332,ACTIVE
43880,MARTINI ASTI SPARKLING WINE/CHAMPAGNE,LBD.0026909,ACTIVE
43881,MARTINI BIANCO,LBD.0223739,ACTIVE
43882,MARTINI EXTRA DRY VERMOUTH,LBD.0008142,ACTIVE
43883,MARTINI FIERO,LBD.0223740,ACTIVE
43884,MARTINI PROSECCO SPARKLING,LBD.0038287,ACTIVE
43885,MARTINI ROSSO VERMOUTH,LBD.0008144,ACTIVE
43886,MARTINI ROSÉ,LBD.0223738,ACTIVE
43887,MARTINSANCHO RUEDA VERDEJO,LBD.0186953,ACTIVE
43888,MARTIN’S PICK UP PINOT GRIGIO,LBD.0202768,ACTIVE
43889,MARTIN’S PICK UP SAUVIGNON BLANC,LBD.0203489,ACTIVE
43890,MARTIS CABERNET SAUVIGNON ALEXANDER VALLEY,LBD.0221192,ACTIVE
43891,MARTOCCINA BRUNELLO DI MONTALCINO,LBD.0227051,ACTIVE
43892,MARTOCCINA ROSSO DI MONTALCINO,LBD.0227052,ACTIVE
43893,MARTUÉ EVOLUTION,LBD.0234977,ACTIVE
43894,MARY DOWLING DOUBLE OAK CASK STRENGTH,LBD.0221195,ACTIVE
43895,MARY DOWLING DOUBLE OAK WHISKEY,LBD.0229516,ACTIVE
43896,MARY DOWLING KENTUCKY STRAIGHT BOURBON WINTER WHEAT,LBD.0221148,ACTIVE
43897,MARY DOWLING STRAIGHT BOURBON WHISKEY FINISHED IN TEQUILA BARRELS,LBD.0221194,ACTIVE
43898,MARY DOWLING TEQUILA BARREL WHISKEY,LBD.0229507,ACTIVE
43899,MARY DOWLING WINTER WHEAT WHISKEY,LBD.0229517,ACTIVE
43900,MARY TAYLOR AGENAIS,LBD.0174797,ACTIVE
43901,MARY TAYLOR CABRERISSE,LBD.0185325,ACTIVE
43902,MARY TAYLOR CAHORS,LBD.0174772,ACTIVE
43903,MARY TAYLOR CASTILLA Y LEON,LBD.0174785,ACTIVE
43904,MARY TAYLOR CHRISTOPHE AVI BUZET,LBD.0179238,ACTIVE
43905,MARY TAYLOR CLARA SALA SICILIA BIANCO,LBD.0176323,ACTIVE
43906,MARY TAYLOR COTEAUX DE GIENNOIS ROUGE,LBD.0185241,ACTIVE
43907,MARY TAYLOR COTEAUX DU GIENNOIS SAUVIGNON,LBD.0185240,ACTIVE
43908,MARY TAYLOR COTES DE GASCOGNE,LBD.0175716,ACTIVE
43909,MARY TAYLOR FELIPE FERREIRA DOURO,LBD.0177045,ACTIVE
43910,MARY TAYLOR GAILLAC PERLE,LBD.0178192,ACTIVE
43911,MARY TAYLOR JEAN MARC BARTHEZ BORDEAUX BLANC,LBD.0176327,ACTIVE
43912,MARY TAYLOR JEAN MARC BARTHEZ BORDEAUX ROUGE,LBD.0177046,ACTIVE
43913,MARY TAYLOR LUC POULLAIN TOURAINE SAUVIGNON,LBD.0182986,ACTIVE
43914,MARY TAYLOR LUCIA FERREIRA DAO,LBD.0179233,ACTIVE
43915,MARY TAYLOR MARIA CRUZ GARCIA NAVARRA,LBD.0179234,ACTIVE
43916,MARY TAYLOR MARINE DESCOMBE BEAUJOLAIS-VILLAGES,LBD.0177073,ACTIVE
43917,MARY TAYLOR MUSCADET SEVRE ET MAINE,LBD.0180971,ACTIVE
43918,MARY TAYLOR PASCAL BIOTTEAU ANJOU BLANC,LBD.0176326,ACTIVE
43919,MARY TAYLOR REMI LARROQUE 'GAILLACOISE' SPARKLING GAILLAC,LBD.0185324,ACTIVE
43920,MARY TAYLOR SAUMUR BLANC,LBD.0215678,ACTIVE
43921,MARY TAYLOR VALENCAY,LBD.0178197,ACTIVE
43922,MARY TAYLOR VENETO FRIZZANTE,LBD.0197299,ACTIVE
43923,MARY TAYLOR WINE CABRERISSE,LBD.0191770,ACTIVE
43924,MARY TAYLOR WINE IGP PERIGORD,LBD.0198498,ACTIVE
43925,MARY TAYLOR WINE JULIENAS,LBD.0205025,ACTIVE
43926,MARY TAYLOR WINE MACON-VILLAGES,LBD.0215070,ACTIVE
